source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank
NK	Adam9	Itgav	CD4	43	0.2360352473029074	0.5743048897411314	0.040018121413470255	0.9768512995899417	0.41362126245847175	0.21061492123343878	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	True	C — correlational	0.226819691935971	0.5185069999999999	0.36817957123843376	0.5	0.38264955642527654	Tier 3 — exploratory	3
fibroblast	Calr	Itgav	CD4	34	0.9190518332063387	0.5743048897411314	0.04201680672268907	0.9780521178940972	-0.4203208556149732	0.29501816247053647	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	C — correlational	0.021008403361344536	0.5185069999999999	0.7265094367838253	0.5	0.38228157853323563	Tier 3 — exploratory	3
fibroblast	Hapln1	Il1rl1	CD4	34	0.062025899901987695	0.12390294269488902	0.22811306340718102	0.8132227793746961	-0.13124522536287242	0.8592894297607107	3.4961667	5.75638756121595e-06	1.8961377	1.5663207222128604e-06	False	C — correlational	0.11405653170359051	0.8987173999999999	0.08766522412653095	0.5	0.38213218092156287	Tier 3 — exploratory	3
monocyte_macrophage	Icam1	Il2ra	CD4	45	0.3265590178209809	0.4436905376502692	-0.08722002635046114	0.9447797674486256	0.03689064558629776	0.9594231765165508	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	False	C — correlational	0.01844532279314888	0.7958205500000001	0.38064569640485213	0.5	0.3815401397585726	Tier 3 — exploratory	3
T_cell	Il15	Il2ra	CD4	47	0.029062653294591134	0.4436905376502692	0.2738205365402405	0.6531160285058807	0.06810823311748382	0.9236285620365247	2.1923113	1.9767398454773044e-06	2.582612	5.056158660183512e-07	True	C — correlational	0.17096438482886217	0.7958205500000001	0.11355537973086308	0.5	0.3815037481362744	Tier 3 — exploratory	3
fibroblast	Tgfb1	Itgb8	CD4	34	0.6008007215673637	0.18253558522014898	-0.45423987776928954	0.40380370732403204	0.18838808250572958	0.764550818246445	0.6891265	0.0051899204345096	3.683282	5.056158660183512e-07	False	C — correlational	0.09419404125286479	0.7287347500000001	0.3311608541358512	0.5	0.3813837727656729	Tier 3 — exploratory	3
monocyte_macrophage	Adam15	Itgav	CD4	45	0.4061146347680161	0.5743048897411314	0.31291172595520417	0.5764406756844669	-0.005533596837944664	0.9967338371824842	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	C — correlational	0.15645586297760208	0.5185069999999999	0.48294266796660795	0.5	0.3809748356354823	Tier 3 — exploratory	3
fibroblast	Icam1	Il2ra	CD8	34	0.5814101512878475	0.43156240710069216	-0.009014514896867836	0.989098502977202	-0.5346065699006874	0.09653357311273301	2.4752283	1.5142373072636011e-05	0.65311027	0.0001744031490831	False	C — correlational	0.0	0.5213897616666666	0.5009139291360952	0.75	0.3805302262438857	Tier 3 — exploratory	3
melanoma	Tnfsf12	Tnfrsf8	CD4	42	0.09731612833804841	0.08982963345379454	0.24569506928314952	0.7488169920988417	0.05729103363561567	0.9397164610754618	1.0535593	0.0127863749654505	3.9547806	5.056158660183512e-07	True	C — correlational	0.1514930514593826	0.8347233166666667	0.09349797932441811	0.5	0.38040299304233416	Tier 3 — exploratory	3
melanoma	Vegfa	Itgav	CD4	42	0.5128994264582857	0.5743048897411314	0.24041811846689898	0.760415731411169	-0.24025605704562028	0.6593922814360743	1.2293329	2.0869773052331223e-06	1.8817091	5.056158660183512e-07	False	C — correlational	0.12020905923344949	0.5185069999999999	0.5427344180724263	0.5	0.3802468043461926	Tier 3 — exploratory	3
neutrophil	S100a8	Cd69	CD8	19	0.7090678006567398	0.7205164139805493	0.0824561403508772	0.9478221811050657	0.24736842105263157	0.8173349432731329	1.9068255	1.5142373072636011e-05	-0.67057323	0.0001101337737488	False	C — correlational	0.1649122807017544	0.31780425	0.7147691858203382	0.5	0.38012419790968166	Tier 3 — exploratory	3
T_cell	Ltf	Il1rl1	CD4	47	0.0027455295638182417	0.12390294269488902	0.0477209676267511	0.9682963193627092	0.24485194662307563	0.5993489569850967	3.4961667	5.75638756121595e-06	1.8961377	1.5663207222128604e-06	True	C — correlational	0.14628645712491337	0.8987173999999999	0.01844394730563106	0.5	0.3795683994548459	Tier 3 — exploratory	3
