source_cell_type	ligand	receptor	target_lineage	n_mice	source_detection_fraction	target_receptor_detection_fraction	ligand_rho_RNA	ligand_FDR_RNA	ligand_rho_ADT	ligand_FDR_ADT	receptor_log2FC_RNA_selector	receptor_FDR_RNA_selector	receptor_log2FC_ADT_selector	receptor_FDR_ADT_selector	cross_modal_positive_direction	evidence_class	association_component	receptor_component	expression_component	replication_component	interaction_score	evidence_tier	tier_rank	liana_magnitude_rank	liana_specificity_rank	liana_component	final_discovery_score	mechanistic_chain	causality	necessity_test	sufficiency_test	score_definition	early_effect	early_FDR	late_effector_count	late_effector_positive	late_effector_significant_positive	late_effector_best_FDR	temporal_support	temporal_causality_label	candidate	candidate_type	mechanism_class	source	target	effect_size	FDR	direction_consistency	n_mice_supporting	n_mice_opposing	effective_sample_size	RNA_evidence	ADT_evidence	data_driven_state_evidence	interaction_evidence	independence_from_curated_score	power_flag	gene	lineage	cross_modal_score	RNA_FDR	ADT_FDR	data_driven_FDR	data_driven_log2FC	used_in_curated_score	associated_with_data_driven_state	independent_candidate	TF	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	n_strata	n_cells	interaction_validity	valid_for_mechanistic_ranking	biological_reinterpretation	direction_mechanistically_concordant	known_activation_gene	mechanistically_supported	potentially_novel_hypothesis	external_perturbation_support	external_dataset_count	external_direction_consistency	external_effect	external_FDR	external_context	literature_novelty_status	candidate_family_id	candidate_family_label	entity_type	mechanism_level	effect_component	statistical_component	independence_component	multilayer_component	temporal_component	RNA_component	ADT_component	state_component	interaction_component	mechanistic_coherence	mechanistic_family_id	family_rule	family_evidence	family_confidence	RNA_direction	ADT_direction	RNA_ADT_direction_concordant	expected_direction	n_mice_true	n_mice_supporting_true	n_mice_opposing_true	direction_consistency_true	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_top10_fraction	LOOCV_rank_median	LOOCV_rank_min	LOOCV_rank_max	empirical_p	empirical_FDR	null_percentile	null_model_type	LOOCV_stability	stability_component	null_model_component	external_perturbation_support_verified	external_perturbation_component	external_assessed	suggested_perturbation	expected_readout	negative_control	specificity_control	source_signal_step	receptor_step	tcell_state_step	transcriptional_program_step	effector_response_step	myeloid_response_step	tumor_killing_step	mechanistic_evidence_coherence	biological_validity_component	experimental_testability_component	evidence_score	score_contribution_replication_component	score_contribution_effect_component	score_contribution_statistical_component	score_contribution_RNA_component	score_contribution_ADT_component	score_contribution_state_component	score_contribution_temporal_component	score_contribution_interaction_component	score_contribution_stability_component	score_contribution_null_model_component	score_contribution_biological_validity_component	score_contribution_mechanistic_evidence_coherence	score_contribution_independence_component	score_contribution_experimental_testability_component	score_contribution_external_perturbation_component	evidence_gate	causality_tier	causality_label	why_test	missing_evidence
T_cell	Tgfb1	Acvr1_Tgfbr2	CD4	47	0.4717292406914561	0.0362121100376133	0.1393385753931544	0.8928779136389008	0.4902867715078631	0.0681333722380128	-0.19876862	0.4645069281975577	-1.6317334	0.0069657884931854	False	ADT-supported	0.3148126734505088	0.0	0.1306993158814491	1.0	0.2363242988839679	Tier 3 — exploratory	3.0			0.0	0.1890594391071743	T_cell → Tgfb1 → Acvr1_Tgfbr2 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Tgfb1 → Acvr1_Tgfbr2 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1890594391071743	0.0681333722380128	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Tgfb1	MULTI|T_cell|Tgfb1	multicellular_association	multicellular_association	0.9940159086469987	0.11666401152714279	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Tgfb1|Acvr1_Tgfbr2	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.543619994298153	0.07142857142857142	0.07100113633192848	0.0083331436805102	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Dag1	CD4	47	0.3356727852328798	0.0595914152961132	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.10492778	1.0	-0.06880045	1.0	False	ADT-supported	0.4266304347826087	0.0	0.1414327272890386	1.0	0.2276071976317207	Tier 3 — exploratory	3.0			0.0	0.1820857581053765	T_cell → Lamc1 → Dag1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.2993443405595086	0.9444426043704072	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Dag1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1820857581053765	0.0345399214078238	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	0.95735045628793	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Dag1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5431084515560063	0.07142857142857142	0.06838217544913786	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Areg	Erbb3	CD4	47	0.0995366531537468	0.0192492071686702	0.3747687326549491	0.4349679379109198	0.4853145235892692	0.0768229914397188	0.0	1.0	0.57797277	0.062031196135725	False	ADT-supported	0.4300416281221091	0.096328795	0.043772156188981	1.0	0.2333511998305344	Tier 3 — exploratory	3.0			0.0	0.1866809598644275	T_cell → Areg → Erbb3 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.3332518121373896	0.903455945154614	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Areg → Erbb3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1866809598644275	0.0768229914397188	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Areg	MULTI|T_cell|Areg	multicellular_association	multicellular_association	0.9815106022902147	0.11145087856833638	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Areg|Erbb3	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5423543914898965	0.07142857142857142	0.07010790016358677	0.007960777040595456	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
NK	Ccl4	Cnr2	CD8	43	0.6343440916702875	0.0208519131948868	0.4998489882210812	0.0864256323914709	-0.1899728178797946	0.7674208524834459	0.111854434	0.260896402375691	-0.92333305	0.0376479876370518	False	RNA-supported	0.2499244941105406	0.0186424056666666	0.1150099471141438	1.0	0.2151361637781846	Tier 3 — exploratory	3.0			0.0	0.1721089310225476	NK → Ccl4 → Cnr2 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in NK and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-0.5094704779602576	0.8694412792118096	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	NK → Ccl4 → Cnr2 → CD8	multicellular	source-cell ↔ T-cell program / feedback	NK	CD8	0.1721089310225476	0.0864256323914709	1.0	43.0	0.0	43	True	False	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|NK|Ccl4	MULTI|NK|Ccl4	multicellular_association	multicellular_association	0.9048953930285372	0.10633574339652327	1.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5	AXIS|Ccl4|Cnr2	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	negative	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5714285714285714	1.0	1.0	0.5416185505609736	0.07142857142857142	0.06463538521632409	0.007595410242608805	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.04081632653061224	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Kitl	Kit	CD4	47	0.0104415283925528	0.0204292351943358	0.6013702988838885	0.045137145168232	0.225376543125603	0.6627153219843573	0.0	1.0	0.0	0.6351535513247315	False	RNA-supported	0.4133734210047458	0.0	0.0146052195916322	1.0	0.1976017412699874	Tier 3 — exploratory	3.0			0.0	0.1580813930159899	T_cell → Kitl → Kit → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.3232305681483039	0.9751058809224972	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Kitl → Kit → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1580813930159899	0.045137145168232	1.0	47.0	0.0	47	True	False	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Kitl	MULTI|T_cell|Kitl	multicellular_association	multicellular_association	0.831142947747218	0.13454659126240381	1.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5	AXIS|Kitl|Kit	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5714285714285714	1.0	1.0	0.5383655793170138	0.07142857142857142	0.05936735341051557	0.009610470804457415	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.04081632653061224	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Kitl	Lrrn3	CD4	47	0.0104415283925528	0.0158566265948816	0.6013702988838885	0.045137145168232	0.225376543125603	0.6627153219843573	0.0	1.0	0.0	1.0	False	RNA-supported	0.4133734210047458	0.0	0.0128673002918469	1.0	0.1972541574100303	Tier 3 — exploratory	3.0			0.0	0.1578033259280242	T_cell → Kitl → Lrrn3 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-1.0730531777434973	0.8524267873976286	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Kitl → Lrrn3 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1578033259280242	0.045137145168232	1.0	47.0	0.0	47	True	False	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Kitl	MULTI|T_cell|Kitl	multicellular_association	multicellular_association	0.8296809572197187	0.13454659126240381	1.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5	AXIS|Kitl|Lrrn3	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5714285714285714	1.0	1.0	0.5382611514221924	0.07142857142857142	0.05926292551569419	0.009610470804457415	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.04081632653061224	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Lamc1	Itga7_Itgb1	CD4	47	0.3356727852328798	0.0084076996828674	0.332099907493062	0.5325071712252106	0.5211609620721555	0.0345399214078238	-0.27310753	0.5266032125918795	-1.6698895	1.0	False	ADT-supported	0.4266304347826087	0.0	0.0531247208929112	1.0	0.2099455963524953	Tier 3 — exploratory	3.0			0.0	0.1679564770819962	T_cell → Lamc1 → Itga7_Itgb1 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)			9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Lamc1 → Itga7_Itgb1 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1679564770819962	0.0345399214078238	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Lamc1	MULTI|T_cell|Lamc1	multicellular_association	multicellular_association	0.8830630777718939	0.14616786549615907	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Lamc1|Itga7_Itgb1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5378022102334323	0.07142857142857142	0.06307593412656384	0.010440561821154219	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Kitl	Epor	CD4	47	0.0104415283925528	7.375175160410059e-05	0.6013702988838885	0.045137145168232	0.225376543125603	0.6627153219843573	0.0	1.0	0.0	1.0	False	RNA-supported	0.4133734210047458	0.0	0.0008775425963306	1.0	0.1948562058709271	Tier 3 — exploratory	3.0			0.0	0.1558849646967417	T_cell → Kitl → Epor → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.0		9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Kitl → Epor → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1558849646967417	0.045137145168232	1.0	47.0	0.0	47	True	False	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Kitl	MULTI|T_cell|Kitl	multicellular_association	multicellular_association	0.8195948086971607	0.13454659126240381	1.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5	AXIS|Kitl|Epor	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5714285714285714	1.0	1.0	0.5375407122420096	0.07142857142857142	0.05854248633551148	0.009610470804457415	0.07142857142857142	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.04081632653061224	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Penk	Ogfr	CD4	47	0.0304228708054917	0.1823143299653367	0.0317992599444958	0.9795733168697052	0.629740980573543	0.0036866912484448	0.0011658669	1.0	0.101436615	0.5769953190135456	True	ADT-supported	0.3307701202590194	0.01710041365	0.0744749978618679	1.0	0.1849396450755303	Tier 3 — exploratory	3.0			0.0	0.1479517160604242	T_cell → Penk → Ogfr → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.3976616525648273	0.859496944985776	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Penk → Ogfr → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1479517160604242	0.0036866912484448	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Penk	MULTI|T_cell|Penk	multicellular_association	multicellular_association	0.7778842472515541	0.24333632319928436	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Penk|Ogfr	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5372300407464884	0.07142857142857142	0.055563160517968155	0.017381165942806025	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
melanoma	Sema3e	Nrp1	CD8	42	0.2203801747939016	0.3132033804730963	0.0339518677578802	0.9603710604633344	-0.5779920589903573	0.0252290253606165	0.11500859	1.0	-0.32207346	0.1716058957654949	False	ADT-supported	0.0169759338789401	0.0191680983333333	0.2627238392965165	1.0	0.1132783693002656	Tier 3 — exploratory	3.0	0.6363152467920518	0.5403030593566107	0.3636847532079482	0.1633596460818021	melanoma → Sema3e → Nrp1 → CD8 activation-associated program	CORRELATIONAL	Perturb ligand in melanoma and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	-1.3089788211921234	0.2650346425348326	9.0	6.0	0.0	0.8046695441735882	False	ordered cross-sectional support only	melanoma → Sema3e → Nrp1 → CD8	multicellular	source-cell ↔ T-cell program / feedback	melanoma	CD8	0.1633596460818021	0.0252290253606165	1.0	42.0	0.0	42	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|melanoma|Sema3e	MULTI|melanoma|Sema3e	multicellular_association	multicellular_association	0.858894365724862	0.15980995266794928	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Sema3e|Nrp1	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	negative	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5370503084566294	0.07142857142857142	0.06134959755177586	0.011414996619139235	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Fam3c	Ffar2	CD4	47	0.2851675090378383	0.003687587580205	0.2153098982423681	0.7718906071574196	0.5842969472710454	0.0125563842483386	0.0	1.0	0.0	0.6329277497097457	False	ADT-supported	0.3998034227567067	0.0	0.0324280767947459	1.0	0.1964168133237965	Tier 3 — exploratory	3.0			0.0	0.1571334506590372	T_cell → Fam3c → Ffar2 → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.3087240579590816	0.9484108746324592	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Fam3c → Ffar2 → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1571334506590372	0.0125563842483386	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Fam3c	MULTI|T_cell|Fam3c	multicellular_association	multicellular_association	0.8261589607654458	0.19011354025626498	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Fam3c|Ffar2	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5368766072158364	0.07142857142857142	0.05901135434038899	0.013579538589733212	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
T_cell	Fam3c	Lifr	CD4	47	0.2851675090378383	0.0030975735673722	0.2153098982423681	0.7718906071574196	0.5842969472710454	0.0125563842483386	0.0	0.5686044535883095	0.0	1.0	False	ADT-supported	0.3998034227567067	0.0	0.0297208233107528	1.0	0.1958753626269979	Tier 3 — exploratory	3.0			0.0	0.1567002901015983	T_cell → Fam3c → Lifr → CD4 activation-associated program	CORRELATIONAL	Perturb ligand in T_cell and independently KO/CRISPRi receptor in target T cells	Increase ligand exposure or expression, with receptor-deficient T cells as specificity control	0.80×animal-level interaction score + 0.20×(1−LIANA magnitude rank)	0.4402311637886331	0.8850003518971917	9.0	4.0	0.0	0.8592006085325994	False	ordered cross-sectional support only	T_cell → Fam3c → Lifr → CD4	multicellular	source-cell ↔ T-cell program / feedback	T_cell	CD4	0.1567002901015983	0.0125563842483386	1.0	47.0	0.0	47	False	True	False	True	True	HIGH																			VALID_LR	True		True	False	True	True	NOT_ASSESSED	0				No external perturbational dataset integrated	NOT_ASSESSED	MULTI|T_cell|Fam3c	MULTI|T_cell|Fam3c	multicellular_association	multicellular_association	0.8238815368657135	0.19011354025626498	1.0	0.5	0.0	0.0	1.0	0.0	1.0	0.5	AXIS|Fam3c|Lifr	same annotated ligand/contact/sheddase and molecular target axis	identical molecular entities; source alone is not used for collapse	HIGH	positive	positive	False	UNRESOLVED																		0.0	0.0		0.0	False	source-cell perturbation plus T-cell-specific perturbation and rescue	CD69/CD137, T-cell effector program and tumor-cell killing	non-targeting guide plus untreated/irrelevant control	receptor-deficient T cells or matched source-cell control	SUPPORTED	SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	PARTIALLY_SUPPORTED	MISSING	MISSING	0.5	1.0	1.0	0.5367139340801413	0.07142857142857142	0.058848681204693824	0.013579538589733212	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.0	0.0	0.07142857142857142	0.03571428571428571	0.07142857142857142	0.07142857142857142	0.0	False	2	ASSOCIATION_ONLY	Test necessity and sufficiency; Phase 1.5 is associative.	
