candidate	candidate_family_id	n_mice_supporting	n_mice_opposing	direction_consistency	expected_direction	mouse_effect_median	mouse_effect_mean	mouse_effect_IQR	mouse_effect_sign	LOOCV_runs	LOOCV_failed_runs	LOOCV_top1_runs	LOOCV_top3_runs	LOOCV_top10_runs	LOOCV_top1_fraction	LOOCV_top10_fraction	LOOCV_top3_fraction	LOOCV_rank_median	LOOCV_rank_mean	LOOCV_rank_min	LOOCV_rank_max	LOOCV_rank_IQR	LOOCV_score_median	LOOCV_score_min	LOOCV_score_max	LOOCV_failure_reason	n_positive	n_negative	n_zero_or_undetermined	n_mice_effects	majority_direction	majority_direction_fraction	two_sided_direction_strength	n_mice
Mxi1	INTRINSIC|Mxi1	0	0		UNRESOLVED	0.5320863723754883	0.4915452409297862	0.907024621963501	positive	47	0	0	0	0	0.0	0.0	0.0	28.0	28.127659574468087	25.0	33.0	2.0	0.7101449275362319	0.7101449275362319	0.7137681159420289		36	11	0	47	positive	0.7659574468085106	0.5319148936170213	47
Mxd4	INTRINSIC|Mxd4	0	0		UNRESOLVED	-0.2575893402099609	-0.5937642653783163	0.9241047501564026	negative	42	0	0	0	0	0.0	0.0	0.0	55.0	54.45238095238095	50.0	58.0	3.0	0.6930894308943089	0.6930894308943089	0.6971544715447155		14	28	0	42	negative	0.6666666666666666	0.3333333333333332	42
Srgap3	INTRINSIC|Srgap3	0	0		UNRESOLVED	0.5232186317443848	1.054014728182838	1.2655367255210876	positive	42	0	0	0	0	0.0	0.0	0.0	19.0	18.47619047619047	15.0	22.0	1.0	0.7174796747967479	0.7174796747967479	0.7215447154471545		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
Mxd1	INTRINSIC|Mxd1	0	0		UNRESOLVED	0.6027035713195801	0.5383565539405459	0.6446061134338379	positive	42	0	0	0	0	0.0	0.0	0.0	19.0	18.52380952380953	15.0	22.0	1.75	0.7174796747967479	0.7174796747967479	0.7215447154471545		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
Fam46a	INTRINSIC|Fam46a	0	0		UNRESOLVED	0.7952356338500977	0.6757087707519531	1.2303671836853027	positive	47	0	0	0	0	0.0	0.0	0.0	61.0	60.808510638297875	59.0	62.0	0.0	0.6854886266332185	0.6854886266332185	0.6891118150390158		35	12	0	47	positive	0.7446808510638298	0.4893617021276595	47
Fam49a	INTRINSIC|Fam49a	0	0		UNRESOLVED	-0.4848475456237793	-0.3910642989138339	0.936049222946167	negative	47	0	0	0	0	0.0	0.0	0.0	38.0	36.06382978723404	28.0	40.0	3.0	0.7065217391304347	0.7065217391304347	0.7101449275362319		12	35	0	47	negative	0.7446808510638298	0.4893617021276595	47
Fam69a	INTRINSIC|Fam69a	0	0		UNRESOLVED	-0.5805964469909668	-0.4651469271233741	0.7265393733978271	negative	47	0	0	0	0	0.0	0.0	0.0	24.0	23.06382978723404	17.0	25.0	0.0	0.7173913043478262	0.7173913043478262	0.7210144927536232		9	38	0	47	negative	0.8085106382978723	0.6170212765957446	47
Msrb3	INTRINSIC|Msrb3	0	0		UNRESOLVED	1.1067681312561035	1.622050975231414	1.5078353881835938	positive	47	0	0	0	0	0.0	0.0	0.0	73.0	72.85106382978724	71.0	73.0	0.0	0.6590610237983158	0.6590610237983158	0.6626842122041129		40	7	0	47	positive	0.851063829787234	0.7021276595744681	47
Fbxl20	INTRINSIC|Fbxl20	0	0		UNRESOLVED	-0.3141863346099853	-0.5374989282517206	1.0559223890304563	negative	42	0	0	0	0	0.0	0.0	0.0	31.0	30.928571428571427	26.0	35.0	2.75	0.709349593495935	0.709349593495935	0.7134146341463414		10	32	0	42	negative	0.7619047619047619	0.5238095238095237	42
Fbxo32	INTRINSIC|Fbxo32	0	0		UNRESOLVED	-0.7649574279785156	-0.8292546982460833	1.2189539670944214	negative	47	0	0	0	0	0.0	0.0	0.0	68.0	68.06382978723404	67.0	70.0	0.0	0.6658061153445824	0.6658061153445824	0.6694293037503796		10	37	0	47	negative	0.7872340425531915	0.574468085106383	47
Mpp7	INTRINSIC|Mpp7	0	0		UNRESOLVED	1.325789451599121	1.4481025249400037	0.8325099945068359	positive	47	0	0	1	47	0.0	1.0	0.0212765957446808	4.0	3.9574468085106385	2.0	4.0	0.0	0.7430740023086142	0.7430740023086142	0.7466971907144112		46	1	0	47	positive	0.9787234042553192	0.9574468085106382	47
Fchsd2	INTRINSIC|Fchsd2	0	0		UNRESOLVED	0.2912526130676269	0.2555984639106913	0.7424325942993164	positive	47	0	0	0	0	0.0	0.0	0.0	58.0	57.361702127659576	54.0	60.0	2.0	0.6920289855072465	0.6920289855072465	0.6956521739130435		31	16	0	47	positive	0.6595744680851063	0.3191489361702126	47
Dusp5	INTRINSIC|Dusp5	0	0		UNRESOLVED	0.5806488990783691	0.6124947730531084	0.6478462219238281	positive	47	0	0	0	46	0.0	0.9787234042553192	0.0	8.0	8.319148936170214	7.0	11.0	1.0	0.7318840579710145	0.7318840579710145	0.7355072463768115		42	5	0	47	positive	0.8936170212765957	0.7872340425531914	47
Mctp2	INTRINSIC|Mctp2	0	0		UNRESOLVED	-0.4498372077941894	-0.6529086599958703	0.9808859825134276	negative	47	0	0	0	0	0.0	0.0	0.0	25.0	25.08510638297872	24.0	26.0	0.0	0.7137681159420289	0.7137681159420289	0.7173913043478262		10	37	0	47	negative	0.7872340425531915	0.574468085106383	47
Parp14	INTRINSIC|Parp14	0	0		UNRESOLVED	0.2671985626220703	0.3092155253633539	0.6094512939453125	positive	47	0	0	0	0	0.0	0.0	0.0	38.0	35.91489361702128	27.0	40.0	3.0	0.7065217391304347	0.7065217391304347	0.7101449275362319		35	12	0	47	positive	0.7446808510638298	0.4893617021276595	47
Ugcg	INTRINSIC|Ugcg	0	0		UNRESOLVED	-0.4003462791442871	-0.535435788174893	0.9406485557556152	negative	47	0	0	0	0	0.0	0.0	0.0	38.0	35.787234042553195	27.0	40.0	3.5	0.7065217391304347	0.7065217391304347	0.7101449275362319		12	35	0	47	negative	0.7446808510638298	0.4893617021276595	47
Cryl1	INTRINSIC|Cryl1	0	0		UNRESOLVED	-0.5271790027618408	-1.093121744337536	1.390514612197876	negative	42	0	0	0	0	0.0	0.0	0.0	78.0	78.0	77.0	80.0	0.0	0.6338560070883972	0.6338560070883972	0.6379210477388036		9	31	2	42	negative	0.7380952380952381	0.4761904761904763	42
Csf1	INTRINSIC|Csf1	0	0		UNRESOLVED	0.955185890197754	1.1102288022954414	2.6768680810928345	positive	47	0	0	0	0	0.0	0.0	0.0	74.0	74.17021276595744	74.0	75.0	0.0	0.6451342626160286	0.6451342626160286	0.6487574510218256		35	12	0	47	positive	0.7446808510638298	0.4893617021276595	47
Pard3	INTRINSIC|Pard3	0	0		UNRESOLVED	0.7024359703063965	0.6475633864707135	1.941301107406616	positive	47	0	0	0	0	0.0	0.0	0.0	82.0	82.87234042553192	81.0	89.0	2.0	0.6271139861616846	0.6271139861616846	0.6307371745674817		33	14	0	47	positive	0.7021276595744681	0.4042553191489362	47
Pacs1	INTRINSIC|Pacs1	0	0		UNRESOLVED	-0.1678543090820312	-0.2737221604301816	0.5787404775619507	negative	42	0	0	0	0	0.0	0.0	0.0	31.0	30.785714285714285	26.0	35.0	1.75	0.709349593495935	0.709349593495935	0.7134146341463414		10	32	0	42	negative	0.7619047619047619	0.5238095238095237	42
Ctla4	INTRINSIC|Ctla4	0	0		UNRESOLVED	0.3646097183227539	0.4059561465648895	0.7536659240722656	positive	47	0	0	0	0	0.0	0.0	0.0	44.0	43.276595744680854	38.0	47.0	4.0	0.7028985507246377	0.7028985507246377	0.7065217391304347		34	13	0	47	positive	0.723404255319149	0.4468085106382979	47
Ctse	INTRINSIC|Ctse	0	0		UNRESOLVED	-0.2692704200744629	-0.3000403769472812	0.7177557945251465	negative	47	0	0	0	0	0.0	0.0	0.0	48.0	47.93617021276596	44.0	52.0	2.5	0.6992753623188405	0.6992753623188405	0.7028985507246377		14	33	0	47	negative	0.7021276595744681	0.4042553191489362	47
Ubash3b	INTRINSIC|Ubash3b	0	0		UNRESOLVED	0.4049606323242187	0.462167637688773	0.6152650117874146	positive	42	0	0	0	5	0.0	0.119047619047619	0.0	11.0	10.69047619047619	7.0	12.0	0.0	0.7296747967479674	0.7296747967479674	0.733739837398374		37	5	0	42	positive	0.8809523809523809	0.7619047619047619	42
Txnip	INTRINSIC|Txnip	0	0		UNRESOLVED	-0.5891411304473877	-0.6727389948708671	0.929901361465454	negative	42	0	0	0	0	0.0	0.0	0.0	19.0	18.357142857142858	15.0	22.0	1.0	0.7174796747967479	0.7174796747967479	0.7215447154471545		8	34	0	42	negative	0.8095238095238095	0.6190476190476191	42
Cxcl9	INTRINSIC|Cxcl9	0	0		UNRESOLVED	0.1687414646148681	0.7516906210716735	1.317818522453308	positive	47	0	0	0	0	0.0	0.0	0.0	91.0	92.0	89.0	101.0	4.5	0.6198209640845231	0.6198209640845231	0.6234441524903203		30	5	12	47	positive	0.6382978723404256	0.2765957446808511	47
Cxcr4	INTRINSIC|Cxcr4	0	0		UNRESOLVED	0.4534931182861328	0.3567727271546709	0.7354962825775146	positive	47	0	0	0	0	0.0	0.0	0.0	28.0	28.08510638297872	25.0	33.0	2.0	0.7101449275362319	0.7101449275362319	0.7137681159420289		36	11	0	47	positive	0.7659574468085106	0.5319148936170213	47
Osbpl3	INTRINSIC|Osbpl3	0	0		UNRESOLVED	0.3197908401489258	0.3392937013081142	0.4621790647506714	positive	42	0	0	0	0	0.0	0.0	0.0	19.0	18.30952380952381	15.0	21.0	1.0	0.7174796747967479	0.7174796747967479	0.7215447154471545		34	8	0	42	positive	0.8095238095238095	0.6190476190476191	42
T_cell → Pkm → Cd44 → CD8	MULTI|T_cell|Pkm	0	0		UNRESOLVED	-0.0010903163764033	-0.0043366525845301	0.006490864008597	negative	47	0	0	0	0	0.0	0.0	0.0	77.0	77.68085106382979	77.0	81.0	1.0	0.634889551321433	0.634889551321433	0.6385127397272301		11	35	1	47	negative	0.7446808510638298	0.4893617021276595	47
NK → Tnfsf4 → Tnfrsf4 → CD8	MULTI|NK|Tnfsf4	11	31	0.2558139534883721	POSITIVE_ACTIVATION	-0.0001863673900919	-0.0015318403487175	0.0018785321229554	negative	43	0	0	0	0	0.0	0.0	0.0	50.0	50.86046511627907	49.0	55.0	3.0	0.6985662511950173	0.6965821242108904	0.6985662511950173		11	31	1	43	negative	0.7209302325581395	0.4418604651162789	43
NK → Tnfsf4 → Traf2 → CD8	MULTI|NK|Tnfsf4	0	0		UNRESOLVED	-0.0001863673900919	-0.0015318403487175	0.0018785321229554	negative	43	0	0	0	0	0.0	0.0	0.0	94.0	94.4186046511628	89.0	103.0	5.5	0.6187304325260456	0.6187304325260456	0.6226986864942996		11	31	1	43	negative	0.7209302325581395	0.4418604651162789	43
T_cell → Vim → Cd44 → CD4	MULTI|T_cell|Vim	0	0		UNRESOLVED	0.0014664779767138	0.0044833716782159	0.0102852038831732	positive	47	0	0	0	0	0.0	0.0	0.0	128.0	125.59574468085108	111.0	139.0	9.0	0.6054854554808025	0.6054854554808025	0.6091086438865996		31	15	1	47	positive	0.6595744680851063	0.3191489361702126	47
T_cell → Adam9 → Itgav → CD4	MULTI|T_cell|Adam9	0	0		UNRESOLVED	9.747345933624002e-05	0.000566671313262	0.0028001499872372	positive	47	0	0	0	0	0.0	0.0	0.0	249.0	248.6382978723404	243.0	254.0	4.0	0.5170796583793532	0.5170796583793532	0.5207028467851503		25	21	1	47	positive	0.5319148936170213	0.0638297872340425	47
T_cell → Pkm → Cd44 → CD4	MULTI|T_cell|Pkm	0	0		UNRESOLVED	-5.274926972460974e-05	0.0002915504322436	0.0037776664913971	negative	47	0	0	0	0	0.0	0.0	0.0	242.0	240.10638297872345	234.0	247.0	6.0	0.5213698333667901	0.5213698333667901	0.5249930217725872		21	25	1	47	negative	0.5319148936170213	0.0638297872340425	47
NK → Ccl4 → Ccr5 → CD8	MULTI|NK|Ccl4	0	0		UNRESOLVED	0.0006141961162339	0.0151986849491685	0.0166809775828604	positive	43	0	0	0	0	0.0	0.0	0.0	112.0	114.11627906976744	105.0	134.0	7.5	0.6080676611560595	0.6080676611560595	0.6120359151243134		26	16	1	43	positive	0.6046511627906976	0.2093023255813952	43
T_cell → Itgav → Thy1 → CD4	MULTI|T_cell|Itgav	0	0		UNRESOLVED	0.0003951745843809	0.0023200336914405	0.0080739153191668	positive	47	0	0	0	0	0.0	0.0	0.0	221.0	220.04255319148936	216.0	224.0	5.0	0.5383939689622592	0.5383939689622592	0.5420171573680563		29	17	1	47	positive	0.6170212765957447	0.2340425531914893	47
T_cell → Tgfb1 → Itgb1 → CD4	MULTI|T_cell|Tgfb1	0	0		UNRESOLVED	0.0001714226677706	0.0002143014324981	0.0022598372186268	positive	47	0	0	0	0	0.0	0.0	0.0	113.0	114.02127659574468	105.0	130.0	4.0	0.607548087917117	0.607548087917117	0.6111712763229141		28	18	1	47	positive	0.5957446808510638	0.1914893617021276	47
T_cell → Cd80 → Ctla4 → CD4	MULTI|T_cell|Cd80	0	0		UNRESOLVED	7.401380327290782e-06	0.0001613735080678	0.0016774331118003	positive	47	0	0	0	0	0.0	0.0	0.0	227.0	226.6595744680851	224.0	231.0	3.0	0.5324857165653677	0.5324857165653677	0.5361089049711648		24	22	1	47	positive	0.5106382978723404	0.0212765957446807	47
melanoma → App → Rpsa → CD8	MULTI|melanoma|App	0	0		UNRESOLVED	5.387431981160311e-05	0.0027189444783992	0.0062959535599092	positive	42	0	0	0	0	0.0	0.0	0.0	148.5	149.16666666666666	145.0	154.0	4.0	0.5983043932519488	0.5983043932519488	0.5983043932519488		21	20	1	42	positive	0.5	0.0	42
NK → Pkm → Cd44 → CD8	MULTI|NK|Pkm	0	0		UNRESOLVED	-0.0008699030783244	-0.0055530973480991	0.0114546865855827	negative	43	0	0	0	0	0.0	0.0	0.0	213.0	213.3953488372093	212.0	218.0	0.0	0.5457884734172396	0.5457884734172396	0.5497567273854935		11	31	1	43	negative	0.7209302325581395	0.4418604651162789	43
melanoma → Vim → Cd44 → CD8	MULTI|melanoma|Vim	0	0		UNRESOLVED	-0.0006313619294957	0.001711870109828	0.0041682297181476	negative	42	0	0	0	0	0.0	0.0	0.0	165.0	165.28571428571428	156.0	177.0	4.0	0.590919218716446	0.590919218716446	0.5949842593668525		16	25	1	42	negative	0.5952380952380952	0.1904761904761904	42
melanoma → B2m → Cd3d → CD4	MULTI|melanoma|B2m	0	0		UNRESOLVED	-9.691029199521444e-05	0.0028395741923284	0.0103365506356005	negative	42	0	0	0	0	0.0	0.0	0.0	261.0	261.1190476190476	260.0	263.0	0.0	0.5134702618153502	0.5134702618153502	0.5134702618153502		20	21	1	42	negative	0.5	0.0	42
monocyte_macrophage → Cd80 → Cd28 → CD8	MULTI|monocyte_macrophage|Cd80	0	0		UNRESOLVED	-0.0007470268383185	-0.0035497215777359	0.005776619602934	negative	45	0	0	0	0	0.0	0.0	0.0	93.0	94.11111111111111	89.0	102.0	7.0	0.6190350491554405	0.6190350491554405	0.6228229279433193		14	30	1	45	negative	0.6666666666666666	0.3333333333333332	45
melanoma → B2m → Cd247 → CD4	MULTI|melanoma|B2m	0	0		UNRESOLVED	-9.691029199521444e-05	0.0028395741923284	0.0103365506356005	negative	42	0	0	0	0	0.0	0.0	0.0	261.0	261.1190476190476	260.0	263.0	0.0	0.5134702618153502	0.5134702618153502	0.5134702618153502		20	21	1	42	negative	0.5	0.0	42
T_cell → Tgfb1 → Itgb8 → CD4	MULTI|T_cell|Tgfb1	0	0		UNRESOLVED	0.0001714226677706	0.0002143014324981	0.0022598372186268	positive	47	0	0	0	0	0.0	0.0	0.0	113.0	114.02127659574468	105.0	130.0	4.0	0.607548087917117	0.607548087917117	0.6111712763229141		28	18	1	47	positive	0.5957446808510638	0.1914893617021276	47
melanoma → Gnas → Adcy7 → CD8	MULTI|melanoma|Gnas	0	0		UNRESOLVED	-8.877324839384478e-05	0.0020038019618491	0.0054792393406435	negative	42	0	0	0	0	0.0	0.0	0.0	258.0	256.2142857142857	250.0	261.0	5.0	0.5145758785285074	0.5145758785285074	0.5186409191789139		18	23	1	42	negative	0.5476190476190477	0.0952380952380953	42
T_cell → Cd80 → Cd28 → CD4	MULTI|T_cell|Cd80	0	0		UNRESOLVED	7.401380327290782e-06	0.0001613735080678	0.0016774331118003	positive	47	0	0	0	0	0.0	0.0	0.0	103.0	100.0	91.0	104.0	7.0	0.615819049898701	0.615819049898701	0.6194422383044981		24	22	1	47	positive	0.5106382978723404	0.0212765957446807	47
melanoma → Mfge8 → Itgav → CD8	MULTI|melanoma|Mfge8	0	0		UNRESOLVED	2.481033466963824e-05	0.0002137962516741	0.0011579355143598	positive	42	0	0	0	0	0.0	0.0	0.0	196.0	196.07142857142856	190.0	201.0	8.0	0.5774275560193801	0.5774275560193801	0.5814925966697867		22	19	1	42	positive	0.5238095238095238	0.0476190476190476	42
T_cell → Lamc1 → Cd44 → CD4	MULTI|T_cell|Lamc1	0	0		UNRESOLVED	0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	47	0	0	0	0	0.0	0.0	0.0	96.0	94.87234042553192	89.0	99.0	5.0	0.6172531192261292	0.6172531192261292	0.6208763076319262		30	16	1	47	positive	0.6382978723404256	0.2765957446808511	47
monocyte_macrophage → Cd80 → Ctla4 → CD8	MULTI|monocyte_macrophage|Cd80	0	0		UNRESOLVED	-0.0007470268383185	-0.0035497215777359	0.005776619602934	negative	45	0	0	0	0	0.0	0.0	0.0	225.0	224.0888888888889	220.0	226.0	3.0	0.5357017158221072	0.5357017158221072	0.5394895946099859		14	30	1	45	negative	0.6666666666666666	0.3333333333333332	45
T_cell → Cd28 → Cd80 → CD8	MULTI|T_cell|Cd28	0	0		UNRESOLVED	0.0010831167561586	0.0036706606328282	0.0073691154039873	positive	47	0	0	0	0	0.0	0.0	0.0	131.0	130.5531914893617	119.0	143.0	14.0	0.6034026655704444	0.6034026655704444	0.6070258539762415		26	20	1	47	positive	0.5531914893617021	0.1063829787234043	47
melanoma → B2m → Cd3g → CD4	MULTI|melanoma|B2m	0	0		UNRESOLVED	-9.691029199521444e-05	0.0028395741923284	0.0103365506356005	negative	42	0	0	0	0	0.0	0.0	0.0	261.0	261.1190476190476	260.0	263.0	0.0	0.5134702618153502	0.5134702618153502	0.5134702618153502		20	21	1	42	negative	0.5	0.0	42
melanoma → Hsp90aa1 → Itgb3 → CD8	MULTI|melanoma|Hsp90aa1	0	0		UNRESOLVED	-0.0004550038685265	0.0055913182434074	0.0105538361007581	negative	42	0	0	0	0	0.0	0.0	0.0	255.0	252.5	243.0	257.0	7.0	0.515449603874049	0.515449603874049	0.5195146445244555		18	23	1	42	negative	0.5476190476190477	0.0952380952380953	42
T_cell → Lamc1 → Itgav_Itgb8 → CD4	MULTI|T_cell|Lamc1	0	0		UNRESOLVED	0.0003708434577323	0.0032878392445278	0.0081471849608575	positive	47	0	0	0	0	0.0	0.0	0.0	96.0	94.87234042553192	89.0	99.0	5.0	0.6172531192261292	0.6172531192261292	0.6208763076319262		30	16	1	47	positive	0.6382978723404256	0.2765957446808511	47
T_cell → Adam9 → Itgb1 → CD4	MULTI|T_cell|Adam9	0	0		UNRESOLVED	9.747345933624002e-05	0.000566671313262	0.0028001499872372	positive	47	0	0	0	0	0.0	0.0	0.0	249.0	248.6382978723404	243.0	254.0	4.0	0.5170796583793532	0.5170796583793532	0.5207028467851503		25	21	1	47	positive	0.5319148936170213	0.0638297872340425	47
NK → Itgav → Thy1 → CD8	MULTI|NK|Itgav	0	0		UNRESOLVED	-0.0034653721732879	-0.009769407157409	0.0145226710213431	negative	43	0	0	0	0	0.0	0.0	0.0	208.0	207.32558139534885	205.0	208.0	1.0	0.5647286638709377	0.5647286638709377	0.5686969178391916		8	34	1	43	negative	0.7906976744186046	0.5813953488372092	43
