candidate	candidate_family_id	null_test_type	expected_direction	observed_statistic	observed_score	null_mean	null_sd	null_p95	null_p99	empirical_p	null_percentile	null_p95	null_p99	n_unique_null_scores	fraction_identical_to_observed	n_permutations	random_seed	null_status	null_model_type	empirical_FDR
Trat1	INTRINSIC|Trat1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6974437493998007	0.6974437493998007	0.6696671536551201	0.0071760214912186746	0.6832593522366802	0.6903515508182405	0.002997002997002997	0.999	0.6832593522366802	0.6903515508182405	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.011454299125532
Frmd4b	INTRINSIC|Frmd4b	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6718460928182418	0.6718460928182418	0.6303500610722101	0.007684645479141203	0.6440683150404639	0.6520048229769719	0.000999000999000999	1.0	0.6440683150404639	0.6520048229769719	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Metrnl	INTRINSIC|Metrnl	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6648094004206088	0.6648094004206088	0.616305854321318	0.0074757256854043365	0.6328945068035875	0.6364406060943676	0.000999000999000999	1.0	0.6328945068035875	0.6364406060943676	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mdfic	INTRINSIC|Mdfic	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7222222222222223	0.7222222222222223	0.6764880952380952	0.007393502515091542	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Furin	INTRINSIC|Furin	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7380952380952381	0.7380952380952381	0.6770595238095238	0.008114898899689336	0.6944444444444443	0.7023809523809524	0.000999000999000999	1.0	0.6944444444444443	0.7023809523809524	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mcu	INTRINSIC|Mcu	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7039007092198583	0.7039007092198583	0.6770177304964539	0.007578570056972862	0.6932624113475176	0.7003546099290779	0.003996003996003996	1.0	0.6932624113475176	0.7003546099290779	11	0.003	1000	17	PASS	within-candidate mouse-effect sign permutation	0.014669540985330458
Gab3	INTRINSIC|Gab3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6984126984126985	0.6984126984126985	0.6767777777777778	0.007459574431083151	0.6904761904761904	0.6984126984126985	0.016983016983016984	0.996	0.6904761904761904	0.6984126984126985	12	0.012	1000	17	PASS	within-candidate mouse-effect sign permutation	0.04884805915733751
Fam126a	INTRINSIC|Fam126a	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6726112622746411	0.6726112622746411	0.6238275743313786	0.007178509380905217	0.6371502693668397	0.6442779289413076	0.000999000999000999	1.0	0.6371502693668397	0.6442779289413076	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mkl2	INTRINSIC|Mkl2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6601698411141216	0.6601698411141216	0.6304912696855501	0.008018975315123552	0.6482650792093597	0.6562015871458676	0.005994005994005994	1.0	0.6482650792093597	0.6562015871458676	11	0.005	1000	17	PASS	within-candidate mouse-effect sign permutation	0.02116870471300851
Myadm	INTRINSIC|Myadm	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6702760886245601	0.6702760886245601	0.6126626134472553	0.006598023513903655	0.6241767978444183	0.6312689964259786	0.000999000999000999	1.0	0.6241767978444183	0.6312689964259786	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fam168a	INTRINSIC|Fam168a	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6930846705681938	0.6930846705681938	0.6622726138306052	0.007515956401131604	0.6753541741142932	0.6859924719866335	0.001998001998001998	0.999	0.6753541741142932	0.6859924719866335	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Mxi1	INTRINSIC|Mxi1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7109929078014184	0.7109929078014184	0.6767056737588651	0.007369950386792843	0.6898936170212764	0.6968085106382979	0.000999000999000999	1.0	0.6898936170212764	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mxd4	INTRINSIC|Mxd4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6944444444444443	0.6944444444444443	0.677	0.007753021826531934	0.6904761904761904	0.6984126984126985	0.04195804195804196	0.98	0.6904761904761904	0.6984126984126985	12	0.021	1000	17	PASS	within-candidate mouse-effect sign permutation	0.10452047952047952
Srgap3	INTRINSIC|Srgap3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6765476190476191	0.0076823388075535695	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mxd1	INTRINSIC|Mxd1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6768333333333334	0.007874915765385503	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fam46a	INTRINSIC|Fam46a	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6864136960134221	0.6864136960134221	0.6556938378573937	0.007213005672564881	0.6686831995595215	0.6758108591339894	0.002997002997002997	0.998	0.6686831995595215	0.6758108591339894	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.011454299125532
Fam49a	INTRINSIC|Fam49a	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7074468085106383	0.7074468085106383	0.6764787234042552	0.007395730772565958	0.6897163120567376	0.6968085106382979	0.001998001998001998	0.999	0.6897163120567376	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Fam69a	INTRINSIC|Fam69a	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7180851063829787	0.7180851063829787	0.6764680851063829	0.007363860900492563	0.6897163120567376	0.6968085106382979	0.001998001998001998	1.0	0.6897163120567376	0.6968085106382979	13	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Msrb3	INTRINSIC|Msrb3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6596006476034345	0.6596006476034345	0.610880789447406	0.0071915724182818495	0.6241396546956332	0.6312318532771933	0.000999000999000999	1.0	0.6241396546956332	0.6312318532771933	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fbxl20	INTRINSIC|Fbxl20	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7103174603174603	0.7103174603174603	0.6768174603174604	0.0077950044083617545	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fbxo32	INTRINSIC|Fbxo32	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.666577006494752	0.666577006494752	0.6287365809628372	0.007504637836356683	0.6417543114592911	0.6488465100408513	0.000999000999000999	1.0	0.6417543114592911	0.6488465100408513	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mpp7	INTRINSIC|Mpp7	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7431510914236311	0.7431510914236311	0.6731333609271773	0.00724652569866924	0.6864135027711488	0.6935057013527092	0.000999000999000999	1.0	0.6864135027711488	0.6935057013527092	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Fchsd2	INTRINSIC|Fchsd2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6932624113475176	0.6932624113475176	0.6760177304964539	0.007065758338518631	0.6897163120567376	0.6968085106382979	0.03296703296703297	0.989	0.6897163120567376	0.6968085106382979	11	0.021	1000	17	PASS	within-candidate mouse-effect sign permutation	0.08516483516483517
Dusp5	INTRINSIC|Dusp5	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7322695035460992	0.7322695035460992	0.6763758865248226	0.0072199104068111945	0.6897163120567376	0.6968085106382979	0.000999000999000999	1.0	0.6897163120567376	0.6968085106382979	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Mctp2	INTRINSIC|Mctp2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7145390070921985	0.7145390070921985	0.6763758865248226	0.007301310798706444	0.6897163120567376	0.6968085106382979	0.001998001998001998	1.0	0.6897163120567376	0.6968085106382979	13	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Parp14	INTRINSIC|Parp14	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7074468085106383	0.7074468085106383	0.6766560283687943	0.007276428979328607	0.6897163120567376	0.7003546099290779	0.001998001998001998	1.0	0.6897163120567376	0.7003546099290779	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Ugcg	INTRINSIC|Ugcg	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7074468085106383	0.7074468085106383	0.6764787234042553	0.007417801492690469	0.6897163120567376	0.6968085106382979	0.001998001998001998	1.0	0.6897163120567376	0.6968085106382979	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Cryl1	INTRINSIC|Cryl1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6349206605920751	0.6349206605920751	0.6022182796396942	0.00694038316617486	0.6150793907508053	0.6230158986873132	0.001998001998001998	1.0	0.6150793907508053	0.6230158986873132	11	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Csf1	INTRINSIC|Csf1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6460593319962321	0.6460593319962321	0.6150451475990689	0.007249569624845735	0.6283288355423314	0.6354210341238916	0.001998001998001998	1.0	0.6283288355423314	0.6354210341238916	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Pard3	INTRINSIC|Pard3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6281932337719219	0.6281932337719219	0.6043847231336242	0.007374014355962818	0.6177322408641204	0.6246471344811418	0.00999000999000999	0.997	0.6177322408641204	0.6246471344811418	12	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.030295791165356384
Pacs1	INTRINSIC|Pacs1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7103174603174603	0.7103174603174603	0.6769007936507937	0.00754778073867497	0.6904761904761904	0.6984126984126985	0.001998001998001998	0.999	0.6904761904761904	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
Ctla4	INTRINSIC|Ctla4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7039007092198583	0.7039007092198583	0.6762127659574466	0.007342340518357286	0.6897163120567376	0.6968085106382979	0.002997002997002997	0.999	0.6897163120567376	0.6968085106382979	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.011454299125532
Ctse	INTRINSIC|Ctse	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7003546099290779	0.7003546099290779	0.6760851063829787	0.007234098178064574	0.6897163120567376	0.6968085106382979	0.006993006993006993	1.0	0.6897163120567376	0.6968085106382979	10	0.006	1000	17	PASS	within-candidate mouse-effect sign permutation	0.023793279890840867
Ubash3b	INTRINSIC|Ubash3b	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7301587301587302	0.7301587301587302	0.6767857142857142	0.007872259788323484	0.6904761904761904	0.7023809523809524	0.000999000999000999	1.0	0.6904761904761904	0.7023809523809524	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Txnip	INTRINSIC|Txnip	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6769206349206349	0.007853678890102607	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Cxcl9	INTRINSIC|Cxcl9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6211314790398115	0.6211314790398115	0.611347791096549	0.005544764808343091	0.6175853797490313	0.6175853797490313	0.000999000999000999	1.0	0.6175853797490313	0.6175853797490313	6	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Cxcr4	INTRINSIC|Cxcr4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7109929078014184	0.7109929078014184	0.6764574468085107	0.0074154006698364545	0.6932624113475176	0.7003546099290779	0.000999000999000999	1.0	0.6932624113475176	0.7003546099290779	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
Osbpl3	INTRINSIC|Osbpl3	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.7182539682539683	0.7182539682539683	0.6765238095238096	0.007632824845177422	0.6904761904761904	0.6984126984126985	0.000999000999000999	1.0	0.6904761904761904	0.6984126984126985	12	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
T_cell → Pkm → Cd44 → CD8	MULTI|T_cell|Pkm	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6358146207016365	0.6358146207016365	0.6032685214108562	0.006850781163867617	0.6180841242477358	0.625176322829296	0.000999000999000999	1.0	0.6180841242477358	0.625176322829296	11	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
NK → Tnfsf4 → Tnfrsf4 → CD8	MULTI|NK|Tnfsf4	DIRECTIONAL_SIGN_NULL	POSITIVE_ACTIVATION	0.6980586838269849	0.6980586838269849	0.7176110094083802	0.0062597436218206955	0.7271284512688453	0.7310044202610934	0.999000999000999	0.002	0.7271284512688453	0.7310044202610934	22	0.001	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → Tnfsf4 → Traf2 → CD8	MULTI|NK|Tnfsf4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6198378522381165	0.6198378522381165	0.5914269995249383	0.00676809004416925	0.6043339762691243	0.6120859142536204	0.001998001998001998	0.999	0.6043339762691243	0.6120859142536204	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
T_cell → Vim → Cd44 → CD4	MULTI|T_cell|Vim	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6067188813210739	0.6067188813210739	0.5882862572075988	0.00684938601836179	0.6031727820302937	0.610264980611854	0.029970029970029972	0.984	0.6031727820302937	0.610264980611854	11	0.013	1000	17	PASS	within-candidate mouse-effect sign permutation	0.07888338077017323
T_cell → Adam9 → Itgav → CD4	MULTI|T_cell|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5187756189097263	0.5187756189097263	0.5215947678458965	0.006969663979354493	0.536506115363627	0.5435983139451873	0.6663336663336663	0.546	0.536506115363627	0.5435983139451873	12	0.212	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8374193374193374
T_cell → Pkm → Cd44 → CD4	MULTI|T_cell|Pkm	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5230657938971631	0.5230657938971631	0.5261828151737589	0.007017657029636351	0.5407962903510639	0.5478884889326242	0.6933066933066933	0.529	0.5407962903510639	0.5478884889326242	12	0.222	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8558963160733072
NK → Ccl4 → Ccr5 → CD8	MULTI|NK|Ccl4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6096365057481599	0.6096365057481599	0.6005899941202528	0.0069470124450834525	0.6135124747404079	0.6212644127249041	0.16083916083916083	0.918	0.6135124747404079	0.6212644127249041	10	0.078	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.3228354379433516
T_cell → Itgav → Thy1 → CD4	MULTI|T_cell|Itgav	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5397815730325645	0.5397815730325645	0.5285191616850466	0.0067609003209812306	0.5397815730325645	0.550419870904905	0.0979020979020979	0.953	0.5397815730325645	0.550419870904905	11	0.05	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.21507626232035681
T_cell → Tgfb1 → Itgb1 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.6010056889038577	0.007038302303176523	0.6161049796839996	0.6231971782655598	0.16583416583416583	0.897	0.6161049796839996	0.6231971782655598	11	0.062	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.32582910047698777
T_cell → Cd80 → Ctla4 → CD4	MULTI|T_cell|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5342587662107577	0.5342587662107577	0.540900610182389	0.007036010581084846	0.5555353619554385	0.5626630215299067	1.0	0.332	0.5555353619554385	0.5626630215299067	10	0.332	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → App → Rpsa → CD8	MULTI|melanoma|App	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5962718729267454	0.5962718729267454	0.6047440951489678	0.0078112889587944115	0.6200813967362694	0.6280179046727773	1.0	0.235	0.6200813967362694	0.6280179046727773	12	0.235	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
NK → Pkm → Cd44 → CD8	MULTI|NK|Pkm	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5468958931293104	0.5468958931293104	0.518547055920008	0.00711047964190437	0.5313920171603183	0.5391439551448143	0.003996003996003996	0.998	0.5313920171603183	0.5391439551448143	12	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.014669540985330458
melanoma → Vim → Cd44 → CD8	MULTI|melanoma|Vim	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5925645923130392	0.5925645923130392	0.5850526875511344	0.007781776385490772	0.6005011002495472	0.6044693542178011	0.2177822177822178	0.868	0.6005011002495472	0.6044693542178011	10	0.085	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.38949512026435107
melanoma → B2m → Cd3d → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5196679002203057	0.007500445103110335	0.5352472652996708	0.5431837732361787	1.0	0.24	0.5352472652996708	0.5431837732361787	12	0.24	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
monocyte_macrophage → Cd80 → Cd28 → CD8	MULTI|monocyte_macrophage|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6202976754180668	0.6202976754180668	0.6010495272699186	0.007124400198564097	0.6130754531958444	0.6202976754180668	0.027972027972027972	0.991	0.6130754531958444	0.6202976754180668	11	0.018	1000	17	PASS	within-candidate mouse-effect sign permutation	0.07432567432567433
melanoma → B2m → Cd247 → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5192631383155437	0.007524228104356577	0.5352472652996708	0.5431837732361787	1.0	0.258	0.5352472652996708	0.5431837732361787	11	0.258	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
T_cell → Tgfb1 → Itgb8 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.6009666818116592	0.006571907471081768	0.6125588803932193	0.6196510789747797	0.16783216783216784	0.91	0.6125588803932193	0.6196510789747797	11	0.077	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.32711038961038963
melanoma → Gnas → Adcy7 → CD8	MULTI|melanoma|Gnas	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5164148254894055	0.5164148254894055	0.5170180000925803	0.007685408751950368	0.5322878413624214	0.5402243492989293	0.5554445554445554	0.63	0.5322878413624214	0.5402243492989293	11	0.185	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.7108671145368393
T_cell → Cd80 → Cd28 → CD4	MULTI|T_cell|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.617592099544091	0.617592099544091	0.6241878442249421	0.006841674549282369	0.6388686952887719	0.6424502555724598	1.0	0.326	0.6388686952887719	0.6424502555724598	12	0.326	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → Mfge8 → Itgav → CD8	MULTI|melanoma|Mfge8	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5793632896624309	0.5793632896624309	0.5837164642656055	0.007647095159202451	0.5992045595037008	0.6071410674402087	0.7502497502497503	0.454	0.5992045595037008	0.6071410674402087	11	0.204	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8613978613978615
T_cell → Lamc1 → Cd44 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6038827831175878	0.0070391634046634635	0.6185636341814175	0.6256558327629778	0.058941058941058944	0.968	0.6185636341814175	0.6256558327629778	11	0.026	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.13936063936063936
monocyte_macrophage → Cd80 → Ctla4 → CD8	MULTI|monocyte_macrophage|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5369643420847334	0.5369643420847334	0.5177643420847334	0.007174241379337505	0.5332606383810298	0.5406680457884371	0.027972027972027972	0.985	0.5332606383810298	0.5406680457884371	12	0.012	1000	17	PASS	within-candidate mouse-effect sign permutation	0.07432567432567433
T_cell → Cd28 → Cd80 → CD8	MULTI|T_cell|Cd28	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6050215369858006	0.6050215369858006	0.6042839483333182	0.006878642931936594	0.6192059341489212	0.6262981327304815	0.45454545454545453	0.715	0.6192059341489212	0.6262981327304815	12	0.169	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
melanoma → B2m → Cd3g → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5195805986330041	0.00787405587089008	0.5352472652996708	0.5431837732361787	1.0	0.262	0.5352472652996708	0.5431837732361787	12	0.262	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
melanoma → Hsp90aa1 → Itgb3 → CD8	MULTI|melanoma|Hsp90aa1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5172885508349472	0.5172885508349472	0.5179552175016138	0.007495459278853938	0.5331615667079631	0.541098074644471	0.5464535464535465	0.614	0.5331615667079631	0.541098074644471	11	0.16	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.7058358308358309
T_cell → Lamc1 → Itgav_Itgb8 → CD4	MULTI|T_cell|Lamc1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6185636341814175	0.6185636341814175	0.6032409391459566	0.006690728231921152	0.6185636341814175	0.6221097334721977	0.052947052947052944	0.98	0.6185636341814175	0.6221097334721977	12	0.032	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.12734679113989458
T_cell → Adam9 → Itgb1 → CD4	MULTI|T_cell|Adam9	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5187756189097263	0.5187756189097263	0.5216408671366767	0.0065762083889434495	0.5329600160728468	0.5400522146544072	0.6713286713286714	0.528	0.5329600160728468	0.5400522146544072	11	0.199	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8399134497789207
NK → Itgav → Thy1 → CD8	MULTI|NK|Itgav	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5655592286549909	0.5655592286549909	0.5256483759418126	0.007239653332430723	0.5423034147015025	0.5461793836937505	0.000999000999000999	1.0	0.5423034147015025	0.5461793836937505	10	0.0	1000	17	PASS	within-candidate mouse-effect sign permutation	0.005161505161505162
NK → Lgals3bp → Itgb1 → CD8	MULTI|NK|Lgals3bp	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5507718621215585	0.5507718621215585	0.5189307768502406	0.007420000800154033	0.5352679861525663	0.5391439551448143	0.001998001998001998	1.0	0.5352679861525663	0.5391439551448143	11	0.001	1000	17	PASS	within-candidate mouse-effect sign permutation	0.008078877644095036
monocyte_macrophage → Plau → Itgb1 → CD8	MULTI|monocyte_macrophage|Plau	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6026175023659492	0.6026175023659492	0.6015730579215047	0.0068977203446762515	0.6137286134770603	0.6211360208844677	0.4435564435564436	0.712	0.6137286134770603	0.6211360208844677	11	0.155	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.6772792424966337
melanoma → B2m → Klrd1 → CD4	MULTI|melanoma|B2m	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.511437741490147	0.511437741490147	0.5197948843472898	0.00771594713966021	0.5352472652996708	0.5431837732361787	1.0	0.231	0.5352472652996708	0.5431837732361787	10	0.231	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
T_cell → Cd80 → Cd28 → CD8	MULTI|T_cell|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.618388211020693	0.618388211020693	0.6033988493185655	0.006468566261498942	0.6148421117299129	0.6219343103114732	0.03996003996003996	0.98	0.6148421117299129	0.6219343103114732	11	0.019	1000	17	PASS	within-candidate mouse-effect sign permutation	0.10135319226228318
T_cell → Timp2 → Itga3 → CD4	MULTI|T_cell|Timp2	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5938922431522871	0.5938922431522871	0.5867113920884572	0.007345113622679635	0.6009844417338474	0.6080766403154076	0.22377622377622378	0.872	0.6009844417338474	0.6080766403154076	13	0.095	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.39766602823927666
T_cell → Tgfb1 → Itgb3 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.6009773201095315	0.006751799123854537	0.6161049796839996	0.6231971782655598	0.16583416583416583	0.903	0.6161049796839996	0.6231971782655598	11	0.068	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.32582910047698777
NK → Tnfsf4 → Tnfrsf4 → CD4	MULTI|NK|Tnfsf4	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5998407343050998	0.5998407343050998	0.6023678660880455	0.006928012408196849	0.615344610274092	0.6230965482585882	0.6293706293706294	0.56	0.615344610274092	0.6230965482585882	9	0.189	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.8018009387872402
T_cell → Cd80 → Ctla4 → CD8	MULTI|T_cell|Cd80	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5350548776873597	0.5350548776873597	0.5198385656306223	0.006901987410141228	0.5316860833611184	0.54214707626892	0.05094905094905095	0.97	0.5316860833611184	0.54214707626892	13	0.02	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.1246910983753089
T_cell → Tgfb1 → Cxcr4 → CD4	MULTI|T_cell|Tgfb1	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.6090127811024392	0.6090127811024392	0.6012290931591768	0.006689803483688421	0.6161049796839996	0.6196510789747797	0.1878121878121878	0.895	0.6161049796839996	0.6196510789747797	11	0.082	1000	17	FAIL	within-candidate mouse-effect sign permutation	0.348863057472329
T_cell → Cd28 → Cd80 → CD4	MULTI|T_cell|Cd28	TWO_SIDED_SIGN_NULL	UNRESOLVED	0.5991388873167395	0.5991388873167395	0.6056743483096471	0.006960073354176523	0.6204154830614202	0.6275076816429805	1.0	0.346	0.6204154830614202	0.6275076816429805	12	0.346	1000	17	FAIL	within-candidate mouse-effect sign permutation	1.0
