candidate	candidate_type	mouse_id	effect_value	effect_definition	expected_direction	effect_supports_hypothesis	condition	time	checkpoint_blockade	n_source_cells	target_lineage
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_2b:A0312	0.017662896771757274	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3a:A0307	-0.052025808299694214	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3a:A0308	-0.011823258741705596	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3a:A0309	-0.0031684979961332954	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3a:A0310	-0.057714895201198546	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3a:A0311	-0.006981554495823201	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3b:A0307	-0.014368877277809316	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3b:A0308	-0.024644794071896972	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3b:A0309	0.0007052317688693437	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3b:A0310	-0.05585929966269233	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_3b:A0311	-0.00018150660518808168	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_6a:A0308	0.0003695377132913059	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_053_6b:A0308	0.00036953915957191953	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_A:A0311	-0.03492849857249847	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_A:A0312	-0.028836880753518885	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_B:A0311	-0.004626596160547448	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_B:A0312	-0.004626595425771843	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_C:A0311	-0.00221092077272672	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_C:A0313	-0.00221092077272672	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_D:A0311	-0.017383682218246654	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_D:A0313	-0.017383682218246654	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Spp1 → Itgav_Itgb1 → CD8	multicellular	Masopust_054_E:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1a:A0307	-0.00011832532033465807	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1a:A0308	0.00014403282584460344	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1a:A0309	-0.0006232807808503406	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1a:A0310	-9.194051713655723e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1a:A0311	-8.656200347132322e-06	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1b:A0307	-4.3497274972376615e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1b:A0308	-4.446538367818372e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1b:A0309	-0.0006234417791997765	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1b:A0310	-0.0006018902847629975	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_1b:A0311	9.343594090788272e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2a:A0308	-5.250684411329041e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2a:A0310	-0.0013134677897015253	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2a:A0312	-7.576229545572878e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2b:A0307	2.4182129874051302e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2b:A0308	-0.00012145657204718096	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2b:A0310	-0.002868114936588151	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_2b:A0312	-0.005397822007374394	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3a:A0307	-0.0005543481909185055	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3a:A0308	-0.0013139997196475613	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3a:A0309	-0.0033467424524045307	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3a:A0310	-0.0017366805934160754	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3a:A0311	-0.0004258154306957719	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3b:A0307	-0.005735488470656843	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3b:A0308	-0.000991678083646031	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3b:A0309	0.0012957753589558985	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3b:A0310	-0.003894329457093305	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_3b:A0311	3.576248866667552e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_6a:A0308	-7.289209096096973e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_053_6b:A0308	-7.289209096096973e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_A:A0311	-0.003252626383861968	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_A:A0312	-6.130316004682954e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_B:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_C:A0311	8.388190452612201e-07	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_C:A0313	8.38839602536126e-07	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_D:A0311	-6.0424732520305335e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_D:A0312	-0.00010168754129390826	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_D:A0313	0.0003939772937585135	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
dendritic → Cd72 → Cd5 → CD8	multicellular	Masopust_054_E:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0307	-0.003409280650670242	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0308	-0.0014950203366119988	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0309	0.004928308892476026	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0310	-0.0006123123896308594	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0311	-0.012136215304068646	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1a:A0312	-0.04168856824190605	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0307	0.0007717521638650635	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0308	0.000623970479682528	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0309	-0.005738330602014626	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0310	0.00034962756862957304	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0311	-0.017905228500673893	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_1b:A0312	-0.00266741283034628	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2a:A0307	-0.0038448914844602467	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2a:A0308	-7.307807322343007e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2a:A0309	-0.0018126210677058643	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2a:A0310	0.0011563944865492426	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2a:A0312	-2.503658098535153e-06	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2b:A0307	-0.00045487127141363893	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2b:A0308	0.0009120724325290807	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2b:A0309	-8.294869050102344e-05	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2b:A0310	0.00032565816525265297	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_2b:A0312	0.0061014827185056734	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3a:A0307	-0.017758063588715997	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3a:A0308	-0.00820386432975348	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3a:A0309	-0.0028747732341963656	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3a:A0310	-0.022555025629566895	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3a:A0311	-0.004429143165554397	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3b:A0307	-0.0197645921045718	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3b:A0308	-0.005542544618838216	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3b:A0309	-0.0011876427142437287	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3b:A0310	-0.02039001082632698	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_3b:A0311	-0.00019647284622932766	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_6a:A0308	-0.0007584027975619839	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_053_6b:A0308	-0.0007584035207022907	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_A:A0311	-0.006344511562724451	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_A:A0312	-0.009413069525910577	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_B:A0311	-0.00612764940621977	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_B:A0312	-0.00612764940621977	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_C:A0311	0.00024119340826700007	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_C:A0313	0.00024119373718339856	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_D:A0311	0.0009555404382384173	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_D:A0313	0.0009555365132095066	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
NK → Gpi1 → Amfr → CD8	multicellular	Masopust_054_E:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1a:A0307	0.0006821281742747391	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1a:A0309	-0.005001162576492411	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1a:A0310	0.0006266690261257335	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1a:A0311	-0.003045782368500601	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1a:A0312	-0.03454213415442228	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1b:A0307	-0.0015078639883893178	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1b:A0309	0.001858613293379112	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1b:A0310	-0.007373727235641089	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1b:A0311	-0.010856304191013874	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_1b:A0312	-0.0035220123217270622	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2a:A0307	-0.01001215060751566	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2a:A0308	0.00018754877592797817	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2a:A0309	-0.0061251979949258776	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2a:A0310	-0.001807024730833705	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2a:A0312	-0.00023344237717731436	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2b:A0307	0.0010320673173800016	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2b:A0308	-0.002666204597750335	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2b:A0309	-0.004398056265571054	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2b:A0310	0.0032069024724563277	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_2b:A0312	0.00901540193766283	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3a:A0307	0.03310265943357781	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3a:A0308	-0.0032317869976761964	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3a:A0309	0.006967602205806061	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3a:A0310	0.0046047051989279155	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3a:A0311	0.0010463813935564085	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3b:A0307	0.03300626803150772	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3b:A0308	0.03509954089059515	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3b:A0309	0.0027091866486956954	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3b:A0310	0.03100951805906969	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_3b:A0311	-0.0008090652554994528	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_6a:A0308	-0.0031585591805438876	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_6b:A0307	-0.013136817231499925	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_053_6b:A0308	-0.0032778668974984687	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_A:A0312	0.051053724418458554	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_B:A0311	0.008527326604520592	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_B:A0312	0.008527326604520592	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_C:A0311	0.00014417195145381004	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_C:A0313	0.00014417195145381004	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_D:A0311	-0.0018139327293545254	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_D:A0312	0.00010774863962320622	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_D:A0313	-0.0019449032341707102	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Aplp2 → CD8	multicellular	Masopust_054_E:A0311	0.0	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1a:A0307	0.0006821281742747391	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1a:A0309	-0.005001162576492411	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1a:A0310	0.0006266690261257335	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1a:A0311	-0.003045782368500601	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1a:A0312	-0.03454213415442228	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
melanoma → App → Lrp6 → CD8	multicellular	Masopust_053_1b:A0307	-0.0015078639883893178	within-stratum centered source expression multiplied by centered target activation	UNRESOLVED	UNRESOLVED					CD8
