TF	lineage	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	FDR	n_strata	direction_consistency
Foxo1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.21985722119811602	0.5120298650901273	0.7098587114575745	1	1.0
Nanog	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.26757880729248285	0.5085173392378052	0.7098587114575745	1	1.0
Irf8	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2971966661641725	0.5224836235323023	0.7163463254764145	1	1.0
Atf3	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.09591194421648641	0.5344812782163991	0.7267370190862203	1	1.0
Smad5	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.38714569806424226	0.5348592582713767	0.7267370190862203	1	1.0
Tcf4	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.39612571042598965	0.5379349199860437	0.7276530390882645	1	1.0
Usf1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2869228622219042	0.5416755213832258	0.7294563687960774	1	1.0
Sox11	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.16687082792254948	0.5510920897462956	0.737549497571291	1	1.0
Zbtb33	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.01881255231473844	0.552553583989053	0.737549497571291	1	1.0
Ctcf	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.9752410091282417	0.5933486763118122	0.7489595952351451	1	1.0
E2f7	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.3297959569114468	0.6003424671762834	0.7489595952351451	1	1.0
Elf5	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.16413949647085335	0.5867127115920926	0.7489595952351451	1	1.0
Elk1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.05393014149789366	0.5692178614625686	0.7489595952351451	1	1.0
Erg	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4678895660956801	0.5769103259450337	0.7489595952351451	1	1.0
Klf4	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.10972396667399131	0.5812848829000862	0.7489595952351451	1	1.0
Mbd2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.21097911552853835	0.5934140404434184	0.7489595952351451	1	1.0
Mycn	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3759636602175602	0.5776877430775236	0.7489595952351451	1	1.0
Mycs	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3759636602175602	0.5776877430775236	0.7489595952351451	1	1.0
Ncoa3	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.1164720411199669	0.5930026160580733	0.7489595952351451	1	1.0
Otx2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3554549461800711	0.5995584674342758	0.7489595952351451	1	1.0
Pgr	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1134796854631368	0.5977595858118061	0.7489595952351451	1	1.0
Rxra	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.37630819647269576	0.5884282957711533	0.7489595952351451	1	1.0
Six2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.38953052448442094	0.5719416023912389	0.7489595952351451	1	1.0
Tfap2c	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-1.2589061909252024	0.6006507644955125	0.7489595952351451	1	1.0
Tgif2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4209591573392384	0.5698004327916897	0.7489595952351451	1	1.0
Esr2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3199264186943207	0.6046729572532469	0.7505569252353795	1	1.0
Foxa3	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.09666053054304635	0.6068859626490692	0.7505569252353795	1	1.0
Tbp	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1503041648095671	0.6115144690985252	0.7532068460847688	1	1.0
Nr1i2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.09563733465949409	0.6205790562583299	0.7612771418877488	1	1.0
Maff	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.29393609488412675	0.62474673732051	0.7632994411617521	1	1.0
Spib	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.25897964621468184	0.6293864241418761	0.765879865522042	1	1.0
Bach1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2874388452049388	0.6336448086700641	0.7679775081081177	1	1.0
Creb3l1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.16789463433300744	0.6397506195030294	0.7698297940002609	1	1.0
Zfp217	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.23653181647123755	0.6402544821388307	0.7698297940002609	1	1.0
Pou4f2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2453164979210687	0.6488454418521221	0.7770757663288261	1	1.0
Esrra	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2509977373305148	0.6629523807670832	0.7908447691827802	1	1.0
Mxi1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.19344902747636183	0.6664375979364217	0.7918846751950422	1	1.0
Srebf1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.15065161073798272	0.6698826140062036	0.792868875171405	1	1.0
Runx3	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.12884507744253249	0.6729694291230406	0.7934231012617949	1	1.0
Zfp384	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1629259987818017	0.6785030222927113	0.7968465726926028	1	1.0
Nr5a1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.0518861126925898	0.6881426277020644	0.7988782229644655	1	1.0
Rxrg	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.09975805588079889	0.6861918847194395	0.7988782229644655	1	1.0
Sox6	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.0812693336635455	0.684279320354387	0.7988782229644655	1	1.0
Yy1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.08490438129440037	0.6914754035617658	0.7996833865618895	1	1.0
Ctcfl	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.13088649132891916	0.6973725410588216	0.8034368058586424	1	1.0
Cebpg	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.15119210772171243	0.7254667638210786	0.832637990294647	1	1.0
Ascl1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.0970364310959635	0.734286558943138	0.833089230058515	1	1.0
Mbd1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.19773112581774743	0.7306839944800234	0.833089230058515	1	1.0
Meis1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.14255045241465591	0.7371438904773215	0.833089230058515	1	1.0
Ncoa1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.12452991029629956	0.7396072702499688	0.833089230058515	1	1.0
Zfp592	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.09996175532555007	0.7350272231187782	0.833089230058515	1	1.0
Zkscan1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3396888294475655	0.7443531157683159	0.8353296076955544	1	1.0
E2f6	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.07753609599997624	0.7513859906038426	0.8366541018069324	1	1.0
Kdm5b	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.05063823849820093	0.7544792745994742	0.8366541018069324	1	1.0
Pknox1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.13102273606223758	0.7565782966834966	0.8366541018069324	1	1.0
Six5	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.10299363344563295	0.7505070642487338	0.8366541018069324	1	1.0
Sp2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.09341935322693917	0.7679676709174307	0.8461607428653872	1	1.0
Nr4a1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.25975775829185466	0.7997418458496341	0.8779774612044896	1	1.0
Foxk1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.01698623248797304	0.806050259999305	0.8817084071472543	1	1.0
Klf1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.21475371406981036	0.8109426613462131	0.8829368950437733	1	1.0
Rfx1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.16731307024212105	0.8130012993967417	0.8829368950437733	1	1.0
Ikzf1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.08223871086129897	0.8186775676491392	0.8859260821346042	1	1.0
E2f2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.06764707420534144	0.836940521061363	0.9024661134576263	1	1.0
Xbp1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.02355158929443002	0.840008611692502	0.9025624444781137	1	1.0
Tcf7	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.042192096081038244	0.855312272867191	0.9157583698896073	1	1.0
Tcf7l1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.04576740528918721	0.8596367252086623	0.9171476328810728	1	1.0
Neurod1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.025966905096510118	0.8783084492223622	0.9337805618048272	1	1.0
Hoxa9	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.041102528003699845	0.8886230094777645	0.9393764704313997	1	1.0
Mafb	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.019910955651012863	0.896257508165451	0.9393764704313997	1	1.0
Mybl2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.044244385798103636	0.8964447031988525	0.9393764704313997	1	1.0
Nfe2l1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.039302532604663654	0.8990731895218017	0.9393764704313997	1	1.0
Rxrb	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.03631368079834796	0.8964626091725879	0.9393764704313997	1	1.0
Nfe2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.08928362331693762	0.9042069598356782	0.9414938447773558	1	1.0
Zhx1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.010396392856650394	0.921087423456391	0.9557859222852277	1	1.0
Nr2c2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.014069580574830098	0.9270814655271371	0.9587224711765274	1	1.0
Hnf4g	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.03374120341725195	0.9312024125640919	0.9597086088670743	1	1.0
Pparg	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.026249906146807334	0.9470160761140668	0.9694117265627102	1	1.0
Sox10	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.039972599515166296	0.9452643400632891	0.9694117265627102	1	1.0
Hoxb7	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.021064795117013285	0.9529153619956459	0.9721661773894973	1	1.0
Foxo3	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.013615419269843443	0.9626874082341672	0.9755661695483367	1	1.0
Rfx2	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.024537187549801942	0.9621270962856191	0.9755661695483367	1	1.0
Deaf1	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	0.011560277000060015	0.9731290922776912	0.9763513740402001	1	1.0
Lhx4	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.005518290791331371	0.9703988622165325	0.9763513740402001	1	1.0
Zfp639	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.006320519238544264	0.9668645796009826	0.9763513740402001	1	1.0
Thap11	CD4	relevant_vs_innate	relevant_peptide	innate_agonist	-0.005093568506726598	0.9800511702730349	0.9800511702730349	1	1.0
Epas1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-1.0167764582869836	0.0070610149577112116	0.5287447909512905	1	1.0
Fosl1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.6582644648567682	0.017450323133705953	0.5287447909512905	1	1.0
Gli2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.4420678811856994	0.01733375952705038	0.5287447909512905	1	1.0
Mbd1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.2871507939942042	0.00865888423598046	0.5287447909512905	1	1.0
Nfia	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.1480975606967353	0.011272326304749032	0.5287447909512905	1	1.0
Sp1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-1.2646170022085261	0.011818905442665287	0.5287447909512905	1	1.0
Sp2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.6801563445015	0.009726096802043636	0.5287447909512905	1	1.0
Tfap2a	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.909127432513694	0.0024445584314216834	0.5287447909512905	1	1.0
Zfx	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.14528900509589704	0.015574034512055386	0.5287447909512905	1	1.0
Zfy2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.14528900509589704	0.015574034512055386	0.5287447909512905	1	1.0
Rela	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.9703526379518763	0.02557930623969844	0.7045936173298752	1	1.0
Gfi1b	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.5686596521604512	0.029711632351341895	0.7502187168713829	1	1.0
Ar	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3321058980621192	0.24764893430901302	0.828631826713901	1	1.0
Arid2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.19497476829045013	0.21122412057573448	0.828631826713901	1	1.0
Arnt	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.24609657022637066	0.10722061704338749	0.828631826713901	1	1.0
Atf2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.12968821415496024	0.12161213510593082	0.828631826713901	1	1.0
Atf3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.0827497119529923	0.2562195079385148	0.828631826713901	1	1.0
Atf4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.7360784398498783	0.11733722592169939	0.828631826713901	1	1.0
Atf6	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.37850659807938314	0.24953060166019625	0.828631826713901	1	1.0
Bach1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.17476999137551807	0.2669975900176387	0.828631826713901	1	1.0
Bcl11a	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.4810385628757672	0.1692264297971604	0.828631826713901	1	1.0
Bhlhe40	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.25264593885260567	0.2277821715587064	0.828631826713901	1	1.0
Cebpa	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.6923862794012265	0.24884354098213401	0.828631826713901	1	1.0
Cebpb	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4679090521120499	0.05121649926500916	0.828631826713901	1	1.0
Cebpd	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.9405345012074307	0.07514141515776265	0.828631826713901	1	1.0
Cebpg	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.37878085589817445	0.15889185175399578	0.828631826713901	1	1.0
Creb1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.44911383696081764	0.18828350822089457	0.828631826713901	1	1.0
Creb3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.30432264935325826	0.2094563681080156	0.828631826713901	1	1.0
Crem	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.2346815576600676	0.08969106894071452	0.828631826713901	1	1.0
Ctcfl	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.15993154297412104	0.20367217407832905	0.828631826713901	1	1.0
Ehf	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.15345417390788108	0.1615901508582558	0.828631826713901	1	1.0
Elk1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.28538246478077056	0.22523723461449408	0.828631826713901	1	1.0
Eomes	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.4073458387957558	0.2136866551548846	0.828631826713901	1	1.0
Esr2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.14165812992603577	0.23600834242691737	0.828631826713901	1	1.0
Ets1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.8640359126153534	0.26857793570486377	0.828631826713901	1	1.0
Etv4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.45494074267445406	0.24300062674733358	0.828631826713901	1	1.0
Etv6	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.05080212781865612	0.2359337322515731	0.828631826713901	1	1.0
Fosl2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.23421089454627886	0.12692813733202993	0.828631826713901	1	1.0
Foxl2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2545834246937859	0.0916464119907647	0.828631826713901	1	1.0
Foxo4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4382379460683321	0.12694219401888002	0.828631826713901	1	1.0
Foxp2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.18334858096077333	0.2601844930827071	0.828631826713901	1	1.0
Gabpa	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.0841667497935994	0.17352796907850587	0.828631826713901	1	1.0
Gata1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.5674578139078319	0.08194031622455286	0.828631826713901	1	1.0
Hes1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.4643125625597731	0.17606447756072263	0.828631826713901	1	1.0
Hic1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.29941022447526755	0.2722459237347693	0.828631826713901	1	1.0
Hif1a	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-1.3314193456612529	0.06560800926308215	0.828631826713901	1	1.0
Hmbox1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.46461554267437144	0.15819381341529648	0.828631826713901	1	1.0
Hoxa9	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.2136910116458628	0.25557435731475786	0.828631826713901	1	1.0
Irf3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.250072598427165	0.1854324777018943	0.828631826713901	1	1.0
Jun	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.7469281445348814	0.16386598699138877	0.828631826713901	1	1.0
Jund	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.17584278070294967	0.2642029029999734	0.828631826713901	1	1.0
Kdm5b	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.1887971257304386	0.19221949908807345	0.828631826713901	1	1.0
Klf1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.4638307632805603	0.07562191317626146	0.828631826713901	1	1.0
Klf13	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.13554992338103578	0.11984667420843947	0.828631826713901	1	1.0
Klf5	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.46614541947989885	0.113377724558025	0.828631826713901	1	1.0
Klf9	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1504845375118693	0.19257895241038625	0.828631826713901	1	1.0
Lef1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.23749578120055181	0.08748728185957691	0.828631826713901	1	1.0
Lhx2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3977892101932583	0.19250991419008967	0.828631826713901	1	1.0
Lhx4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.12348587858701632	0.12535889730721733	0.828631826713901	1	1.0
Ncoa1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.36100544478163865	0.27329701205154366	0.828631826713901	1	1.0
Nfatc2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.15537190811725846	0.10616761886581025	0.828631826713901	1	1.0
Nfe2l1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.3417784705667568	0.2417576728980524	0.828631826713901	1	1.0
Nfkb1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-1.0050977412514754	0.049505160514859516	0.828631826713901	1	1.0
Nfya	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.34034341654612277	0.08600172426031696	0.828631826713901	1	1.0
Nfyb	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.34646050607798173	0.19418270929835701	0.828631826713901	1	1.0
Nr1i2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.15863817515262046	0.06775091367958781	0.828631826713901	1	1.0
Nr3c1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.46157458133223983	0.169178943249792	0.828631826713901	1	1.0
Nr4a1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.45508229316769455	0.03794102595396798	0.828631826713901	1	1.0
Pax6	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.35585785639170586	0.16423462958994872	0.828631826713901	1	1.0
Pdx1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.09448369132819412	0.24492291627296936	0.828631826713901	1	1.0
Ppara	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.37638038906093463	0.23005454901065536	0.828631826713901	1	1.0
Pparg	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.37250182894024375	0.16415342395182275	0.828631826713901	1	1.0
Rbpj	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.18158721119839516	0.27163378511859737	0.828631826713901	1	1.0
Rel	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1608664988838564	0.12179967961159108	0.828631826713901	1	1.0
Rfx2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.2694147486108247	0.10408099364370925	0.828631826713901	1	1.0
Six5	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.3968669823227202	0.07301943487042384	0.828631826713901	1	1.0
Smad1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4215250770533796	0.2338507307841733	0.828631826713901	1	1.0
Smad3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5547538560073217	0.2695287198220523	0.828631826713901	1	1.0
Snai2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.47211651110310804	0.09126102080990225	0.828631826713901	1	1.0
Sox11	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.21696885171685376	0.17979333324657354	0.828631826713901	1	1.0
Sp3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.4176494623456436	0.18870717178288687	0.828631826713901	1	1.0
Sp4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.22146794059736408	0.1989004671106146	0.828631826713901	1	1.0
Srebf1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3704253709051759	0.16847842789339773	0.828631826713901	1	1.0
Stat3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.845917546451652	0.1824272417883065	0.828631826713901	1	1.0
Stat4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5024485658441806	0.252349565488205	0.828631826713901	1	1.0
Stat5a	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.0852698377223442	0.12944719183435666	0.828631826713901	1	1.0
Tbp	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5954826919251248	0.04044710776416845	0.828631826713901	1	1.0
Tead4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5348002422016087	0.19434279322129167	0.828631826713901	1	1.0
Tgif2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.06284538861911404	0.20728628079586842	0.828631826713901	1	1.0
Trp63	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.572188202492123	0.17636492710562357	0.828631826713901	1	1.0
Twist1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3642994935635979	0.08772117147336268	0.828631826713901	1	1.0
Usf1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.30404515316737957	0.2255614881318483	0.828631826713901	1	1.0
Usf2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.13662196877031185	0.17334682830646986	0.828631826713901	1	1.0
Wt1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.1836770540930166	0.13298823680614885	0.828631826713901	1	1.0
Zc3h8	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.389122441544723	0.054463147048531835	0.828631826713901	1	1.0
Zfp143	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.23148109914228066	0.23591247837882656	0.828631826713901	1	1.0
Zfp24	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.2934333773445261	0.22830244397194044	0.828631826713901	1	1.0
Zfp740	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.21023856590790846	0.2734758504006274	0.828631826713901	1	1.0
Zhx2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.29468186977515387	0.12841903290331128	0.828631826713901	1	1.0
Zkscan1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.40320027418884763	0.18687100952177116	0.828631826713901	1	1.0
E2f7	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.3216070789578964	0.2774103073208606	0.8322309219625817	1	1.0
Foxk1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.16596329984012215	0.2962734743893427	0.8468949315091588	1	1.0
Hinfp	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.22659912674212102	0.29491039963974497	0.8468949315091588	1	1.0
Hnf1b	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.24201553961381572	0.29558720170660546	0.8468949315091588	1	1.0
Hoxb13	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.3855419484010363	0.2902832126120968	0.8468949315091588	1	1.0
Nr1h4	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.08589420403549042	0.2910807678164039	0.8468949315091588	1	1.0
Creb3l1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.15994965104671266	0.30361414015590826	0.8479272777829575	1	1.0
Nr2f6	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.17373550827007378	0.30502994481301116	0.8479272777829575	1	1.0
Nrf1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.024309888831096416	0.30195541905113754	0.8479272777829575	1	1.0
Atf1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2996948902940293	0.3131280870973686	0.86050839367525	1	1.0
Srebf2	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5125235113931721	0.3152357481780619	0.86050839367525	1	1.0
Zfp592	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.24345740193162246	0.31881765952964847	0.8625156324775312	1	1.0
Erg	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.5670195360192114	0.32916572624196017	0.8672801308809908	1	1.0
Ncoa3	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.3566537264307126	0.3279716111582832	0.8672801308809908	1	1.0
Tcf7l1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.18515526591190423	0.32776439669151614	0.8672801308809908	1	1.0
Bcl6	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.11727410557022244	0.4146596732554658	0.8673795532938999	1	1.0
Bhlhe22	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	-0.2052783680774679	0.4136374475458391	0.8673795532938999	1	1.0
Bmal1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.5052579554862326	0.3523033612540375	0.8673795532938999	1	1.0
Cebpe	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.09281805364138718	0.5208915843728302	0.8673795532938999	1	1.0
Duxbl1	CD8	relevant_vs_innate	relevant_peptide	innate_agonist	0.26263926723578157	0.4390108256317973	0.8673795532938999	1	1.0
